name, start_time, end_time, happy, sad, angry, disgust, surprise, fear, neutral 
-RpZEe4w4fY[8],27.479,29.976,0,0,1,0,0,0,0
-RpZEe4w4fY[9],29.205,31.532,1,0,0,0,0,1,0
-SYSVSQnTnA[0],0.012,6.897,1,0,0,0,0,0,0
-SYSVSQnTnA[1],7.436,13.831,1,0,0,0,0,0,0
-SYSVSQnTnA[2],15.278,21.623,1,0,0,0,0,0,0
-THoVjtIkeU[0],0.000,13.463,1,1,0,0,0,1,0
-THoVjtIkeU[1],12.693,23.071,1,0,0,0,0,0,0
-THoVjtIkeU[2],112.625,122.934,1,0,0,0,1,0,0
-THoVjtIkeU[3],122.393,127.215,1,0,0,0,0,0,0
-THoVjtIkeU[4],126.604,141.392,1,0,0,0,0,0,0
-THoVjtIkeU[5],23.308,27.531,1,0,0,0,0,0,0
-THoVjtIkeU[6],84.270,92.244,1,0,0,0,0,0,0
-THoVjtIkeU[7],97.620,106.831,1,0,0,0,0,1,0
-UUCSKoHeMA[0],0.000,7.716,1,0,1,0,0,0,0
-UUCSKoHeMA[1],65.532,71.970,0,0,0,0,1,0,0
-UUCSKoHeMA[2],10.338,22.642,1,0,1,0,0,0,0
-UUCSKoHeMA[3],58.508,66.532,1,0,1,0,0,0,0
-UacrmKiTn4[0],71.938,79.164,1,0,1,0,0,0,0
-UacrmKiTn4[1],34.792,39.464,0,0,0,0,0,0,1
-UacrmKiTn4[2],42.664,46.318,1,0,0,0,0,0,0
-UacrmKiTn4[3],45.717,56.216,1,0,1,0,0,0,0
-UuX1xuaiiE[0],0.000,3.566,1,0,0,0,0,0,0
-UuX1xuaiiE[1],3.084,13.333,1,0,0,0,0,0,0
-UuX1xuaiiE[2],12.463,20.437,1,0,0,0,0,0,0
-UuX1xuaiiE[3],19.437,23.470,1,0,0,0,0,0,0
-UuX1xuaiiE[4],22.470,28.639,1,0,0,0,0,0,0
-UuX1xuaiiE[5],27.639,30.794,0,1,0,0,0,0,0
-UuX1xuaiiE[6],30.253,38.187,1,1,1,1,0,1,0
-UuX1xuaiiE[7],37.686,43.794,0,1,1,1,0,0,0
-UuX1xuaiiE[8],42.884,51.556,1,0,0,0,0,0,0
-UuX1xuaiiE[9],51.125,57.693,1,0,0,0,0,0,0
-VmheDA92mM[0],-0.438,8.245,0,1,1,1,0,1,0
-VmheDA92mM[1],8.881,12.964,0,0,1,0,0,0,0
-VmheDA92mM[2],11.964,23.510,0,0,1,1,0,0,0
-VmheDA92mM[3],23.817,29.357,0,0,0,0,0,0,1
-VmheDA92mM[4],29.754,44.622,0,1,1,0,0,0,0
-WXXTNIJcVM[0],0.000,2.079,1,0,0,0,0,0,0
-WXXTNIJcVM[1],1.278,5.012,1,0,0,0,0,0,0
-WXXTNIJcVM[2],4.351,8.444,1,0,0,0,0,0,0
-WXXTNIJcVM[3],7.594,18.721,1,0,0,0,1,0,0
-WXXTNIJcVM[4],31.440,41.988,0,0,0,0,1,0,0
-ZgjBOA1Yhw[0],10.837,19.779,0,1,0,0,1,1,0
-ZgjBOA1Yhw[1],18.779,30.255,0,1,0,0,0,1,0
-ZgjBOA1Yhw[2],37.107,46.787,0,0,0,0,0,1,0
-ZgjBOA1Yhw[3],46.017,53.003,1,1,0,0,0,0,0
-ZgjBOA1Yhw[4],60.993,72.259,0,0,0,0,0,0,1
-ZgjBOA1Yhw[5],71.259,81.957,0,0,1,0,0,0,0
-a55Q6RWvTA[0],17.112,39.175,1,0,0,0,0,0,0
-aNfi7CP8vM[0],48.112,58.580,1,0,1,0,1,0,0
-aNfi7CP8vM[1],27.639,36.161,0,0,0,0,0,0,1
-aqamKhZ1Ec[0],0.000,10.889,0,1,0,1,1,0,0
-aqamKhZ1Ec[1],9.889,23.959,0,1,0,1,1,1,0
-aqamKhZ1Ec[2],29.115,42.317,1,0,0,0,0,0,0
-bl5PfNIYrk[0],18.560,25.724,1,0,0,0,0,0,0
-bl5PfNIYrk[1],104.994,113.584,1,0,0,0,0,0,0
-bl5PfNIYrk[2],131.484,142.778,1,0,0,0,0,0,0
-bl5PfNIYrk[3],48.492,58.889,1,0,0,0,0,0,0
-bl5PfNIYrk[4],59.837,65.374,1,0,0,0,1,0,0
-bl5PfNIYrk[5],65.953,79.811,1,0,0,0,0,0,0
-bl5PfNIYrk[6],80.430,84.939,1,1,0,0,0,0,0
-cEhr0cQcDM[0],56.423,63.819,1,1,0,0,1,0,0
-cEhr0cQcDM[1],31.819,38.935,0,0,0,0,0,0,1
-cmk6cfUeMs[0],0.012,4.123,1,0,0,0,0,0,0
-cmk6cfUeMs[1],4.133,18.441,1,0,0,0,0,0,0
-dZ1TCboxcQ[0],0.012,9.760,0,1,1,1,0,0,0
-dZ1TCboxcQ[1],11.666,17.114,0,1,1,0,0,0,0
-dZ1TCboxcQ[2],17.144,25.125,0,1,0,1,0,0,0
-dZ1TCboxcQ[3],30.004,39.932,0,1,1,1,0,0,0
-dxfTGcXJoc[0],0.000,20.407,0,0,1,0,0,0,0
-dxfTGcXJoc[1],20.205,36.221,1,0,0,0,0,0,0
-dxfTGcXJoc[2],36.169,52.794,0,0,1,0,0,0,0
-dxfTGcXJoc[3],52.622,62.502,1,0,1,0,0,0,0
-dxfTGcXJoc[4],62.250,67.321,1,0,0,0,1,0,0
-dxfTGcXJoc[5],67.189,77.308,1,0,0,0,0,0,0
-dxfTGcXJoc[6],77.465,90.079,0,0,0,0,0,0,1
-dxfTGcXJoc[7],90.107,100.914,0,0,1,0,0,0,0
-egA8-b7-3M[0],1.268,11.408,0,1,0,0,0,0,0
-egA8-b7-3M[10],157.184,162.654,1,1,0,0,0,0,0
-egA8-b7-3M[11],162.642,189.413,1,0,0,0,0,0,0
-egA8-b7-3M[12],188.802,194.701,1,0,0,0,0,0,0
-egA8-b7-3M[13],17.731,24.977,1,0,0,0,0,0,0
-egA8-b7-3M[14],27.858,35.273,0,1,0,0,0,0,0
-egA8-b7-3M[15],35.102,41.270,0,1,0,0,0,0,0
-egA8-b7-3M[16],63.377,68.308,0,0,0,0,0,0,1
-egA8-b7-3M[1],67.957,78.615,0,0,0,0,0,0,1
-egA8-b7-3M[2],86.116,90.139,0,0,0,0,0,0,1
-egA8-b7-3M[3],93.848,101.403,0,1,0,0,0,0,0
-egA8-b7-3M[4],101.561,107.030,1,0,0,0,0,0,0
-egA8-b7-3M[5],106.729,113.805,0,1,0,0,0,0,0
-egA8-b7-3M[6],113.314,121.567,1,1,0,0,0,0,0
-egA8-b7-3M[7],11.156,17.813,0,1,0,0,0,0,0
-egA8-b7-3M[8],124.788,131.245,0,0,0,0,0,0,1
-egA8-b7-3M[9],150.509,157.286,0,1,0,0,0,0,0
-hPfPhUIzfA[0],1.778,18.171,1,0,0,0,0,0,0
-hPfPhUIzfA[1],18.171,22.701,0,0,0,0,0,0,1
-hPfPhUIzfA[2],36.719,41.827,0,0,0,0,0,0,1
-hPfPhUIzfA[3],41.967,49.201,0,0,0,0,0,0,1
-hnBHBN8p5A[0],16.953,19.100,1,0,0,0,0,0,0
-hnBHBN8p5A[1],21.044,27.361,1,0,0,0,1,0,0
-hnBHBN8p5A[2],28.497,35.792,1,0,0,0,0,0,0
-hnBHBN8p5A[3],35.161,40.721,0,1,0,0,0,1,0
-hnBHBN8p5A[4],39.721,47.436,1,0,0,0,0,0,0
-iRBcNs9oI8[0],0.341,8.335,1,0,0,0,0,0,0
-iRBcNs9oI8[1],36.588,41.859,1,0,0,0,0,0,0
-iRBcNs9oI8[2],42.146,46.019,1,0,0,0,0,0,0
-iRBcNs9oI8[3],7.754,10.819,1,0,0,0,0,0,0
-iRBcNs9oI8[4],10.228,15.758,1,0,0,0,0,0,0
-iRBcNs9oI8[5],16.274,20.397,1,0,0,0,0,0,0
-iRBcNs9oI8[6],19.587,22.403,1,0,0,0,0,0,0
-iRBcNs9oI8[7],21.722,25.715,1,0,0,0,0,0,0
-iRBcNs9oI8[8],25.573,33.597,1,0,0,0,0,0,0
-iRBcNs9oI8[9],33.755,37.119,1,0,0,0,0,0,0
-l_53IwQoj0[0],33.137,39.323,1,0,1,0,0,0,0
-lqc32Zpr7M[0],0.000,5.112,1,0,0,0,0,0,0
-lqc32Zpr7M[1],38.514,47.576,1,1,0,0,0,1,0
-lqc32Zpr7M[2],76.448,85.420,0,1,0,0,0,0,0
-lqc32Zpr7M[3],22.400,27.731,0,1,0,0,0,0,0
-lzEya4AM_4[0],78.194,85.569,0,1,1,0,0,0,0
-lzEya4AM_4[1],25.124,32.679,0,0,1,0,0,1,0
-lzEya4AM_4[2],32.907,47.625,0,0,0,0,0,0,1
-lzEya4AM_4[3],47.324,51.686,0,0,1,0,0,0,0
-lzEya4AM_4[4],63.347,78.266,0,0,1,0,0,0,0
-m9KtvCk_L8[0],47.135,52.523,0,1,0,0,0,0,0
-m9KtvCk_L8[1],39.722,42.466,0,1,0,0,0,0,0
-m9KtvCk_L8[2],42.466,47.135,1,0,0,0,0,0,0
-mJ2ud6oKI8[0],0.470,6.519,0,1,0,0,0,0,0
-mJ2ud6oKI8[1],6.048,11.737,0,1,0,0,0,0,0
-mJ2ud6oKI8[2],11.176,16.676,0,1,0,0,0,0,0
-mJ2ud6oKI8[3],15.676,22.173,0,0,0,0,0,0,1
-mJ2ud6oKI8[4],21.173,25.965,1,0,0,0,0,0,0
-mJ2ud6oKI8[5],25.404,27.611,0,0,0,0,0,0,1
-mJ2ud6oKI8[6],26.830,30.474,0,0,0,0,0,0,1
-mJ2ud6oKI8[7],29.474,33.627,0,0,0,0,0,0,1
-mJ2ud6oKI8[8],33.006,39.913,0,0,0,0,0,0,1
-mqbVkbCndg[0],0.000,6.369,0,0,1,0,0,0,0
-mqbVkbCndg[1],5.948,9.173,0,0,0,0,0,0,1
-mqbVkbCndg[2],51.055,57.683,0,0,0,0,0,0,1
-o_667Ny7RM[0],0.012,5.640,1,0,0,0,0,0,0
-qDkUB0GgYY[0],30.382,47.655,1,0,1,0,0,0,0
-qDkUB0GgYY[1],46.655,51.247,1,0,0,0,0,0,0
-qDkUB0GgYY[2],57.800,66.433,1,0,0,0,0,0,0
-qMhGeJkp5o[0],66.192,76.539,1,0,0,0,1,0,0
-qMhGeJkp5o[1],76.998,85.229,1,0,0,0,0,0,0
-qMhGeJkp5o[2],85.229,94.697,1,0,0,0,0,0,0
-qMhGeJkp5o[3],5.939,13.941,1,0,0,0,0,0,0
-qMhGeJkp5o[4],14.170,27.919,1,0,1,0,0,0,0
-qMhGeJkp5o[5],28.408,33.676,1,0,0,0,0,0,0
-qMhGeJkp5o[6],33.776,39.213,1,0,1,0,0,0,0
-qMhGeJkp5o[7],49.759,55.596,1,0,0,0,0,1,0
-qMhGeJkp5o[8],62.461,65.573,1,0,1,0,0,0,0
-ri04Z7vwnc[0],-0.488,3.236,0,1,0,0,0,0,0
-ri04Z7vwnc[1],2.236,7.277,0,0,0,0,0,0,1
-ri04Z7vwnc[2],6.277,12.186,0,0,0,0,0,0,1
-ri04Z7vwnc[3],39.122,42.547,1,1,0,0,0,0,0
-ri04Z7vwnc[4],41.826,52.654,1,1,0,0,0,0,0
-ri04Z7vwnc[5],51.654,58.221,1,0,0,0,0,0,0
-rxZxtG0xmY[0],0.000,11.178,0,1,0,0,0,0,0
-rxZxtG0xmY[1],13.092,21.994,0,1,1,0,0,1,0
-s9qJ7ATP7w[0],0.000,6.708,0,1,0,0,0,0,0
-s9qJ7ATP7w[1],6.107,10.729,1,1,0,1,0,0,0
-s9qJ7ATP7w[2],9.729,14.451,1,0,0,0,0,0,0
-s9qJ7ATP7w[3],13.770,19.439,1,0,0,0,0,0,0
-s9qJ7ATP7w[4],18.439,22.672,1,0,0,0,0,0,0
-s9qJ7ATP7w[5],21.672,30.055,0,1,0,0,0,0,0
-s9qJ7ATP7w[6],29.125,31.432,0,0,0,0,0,0,1
-s9qJ7ATP7w[7],30.801,37.638,1,0,0,0,0,0,0
-s9qJ7ATP7w[8],36.638,39.813,1,0,0,0,0,0,0
-s9qJ7ATP7w[9],38.813,46.229,1,1,0,1,1,0,0
-t217m2on-s[0],10.647,16.257,1,0,0,0,0,0,0
-t217m2on-s[1],43.183,60.187,0,1,0,0,0,1,0
-tANM6ETl_M[0],0.000,11.039,0,0,1,1,0,0,0
-tANM6ETl_M[1],19.008,25.605,0,0,0,0,0,0,1
-tANM6ETl_M[2],25.084,47.905,1,1,1,0,1,0,0
-tPCytz4rww[0],48.611,53.283,0,1,0,0,0,0,0
-tPCytz4rww[1],52.532,57.902,1,0,0,0,0,0,0
-tPCytz4rww[2],56.902,68.628,0,1,0,0,0,0,0
-tPCytz4rww[3],81.027,88.153,0,1,0,0,0,1,0
-tPCytz4rww[4],90.955,97.512,1,1,0,0,0,0,0
-tPCytz4rww[5],102.588,106.252,0,0,0,0,0,0,1
-uywlfIYOS8[0],24.955,30.834,1,0,0,0,0,0,0
-uywlfIYOS8[1],47.015,59.439,1,0,1,0,0,1,0
-vxjVxOeScU[0],24.396,31.023,1,0,1,0,0,0,0
-vxjVxOeScU[1],35.940,44.961,1,0,1,0,0,0,0
-vxjVxOeScU[2],60.085,73.816,1,0,0,0,0,0,0
-wMB_hJL-3o[0],0.000,7.237,1,0,0,0,0,0,0
-wMB_hJL-3o[1],30.642,39.913,1,1,0,0,0,0,0
-wMB_hJL-3o[2],64.914,76.250,1,0,0,0,0,0,0
-wMB_hJL-3o[3],75.689,81.658,0,1,0,0,0,0,0
-wdUIwjDMfg[0],0.012,30.663,1,0,0,0,0,0,0
-wny0OAz3g8[0],0.000,3.256,1,0,0,0,0,0,0
-wny0OAz3g8[1],2.256,9.013,1,0,0,0,0,0,0
-wny0OAz3g8[2],8.013,14.521,1,0,0,0,0,0,0
-wny0OAz3g8[3],13.521,19.599,0,0,1,1,0,0,0
-wny0OAz3g8[4],18.599,23.061,0,1,1,0,0,0,0
-wny0OAz3g8[5],22.121,28.848,1,0,0,0,0,0,0
-wny0OAz3g8[6],38.065,45.969,1,0,0,0,0,0,0
-wny0OAz3g8[7],45.069,50.220,1,0,0,0,0,0,0
-wny0OAz3g8[8],49.220,55.258,1,0,0,0,0,0,0
-yRb-Jum7EQ[0],5.279,34.376,0,1,0,0,0,0,0
-yRb-Jum7EQ[1],44.410,53.582,0,1,1,0,0,0,0
-yRb-Jum7EQ[2],52.582,59.798,0,0,0,1,0,0,0
-yRb-Jum7EQ[3],58.798,71.840,0,1,1,1,0,0,0
-yRb-Jum7EQ[4],70.840,82.317,1,1,1,0,0,0,0
03X1FwF6udc[0],76.797,86.846,0,1,0,0,0,1,0
03X1FwF6udc[1],92.691,96.135,0,1,0,0,0,0,0
03X1FwF6udc[2],110.081,114.693,1,0,0,0,0,0,0
03X1FwF6udc[3],152.066,161.417,1,0,0,0,0,0,0
03X1FwF6udc[4],10.946,20.537,0,1,0,0,0,1,0
03X1FwF6udc[5],19.537,28.549,1,0,0,0,0,0,0
03X1FwF6udc[6],39.751,44.083,1,0,0,0,0,0,0
06st0Ez_E_I[0],0.000,10.530,1,0,0,0,1,0,0
06st0Ez_E_I[1],33.385,38.646,0,0,0,0,0,0,1
07Z16yRBFUQ[0],15.845,21.824,1,0,0,0,0,0,0
07Z16yRBFUQ[1],37.297,49.771,0,0,0,0,0,0,1
07Z16yRBFUQ[2],49.339,58.321,0,0,0,0,0,0,1
08d4NTXkSxw[0],-0.039,6.698,0,0,0,0,0,0,1
08d4NTXkSxw[1],6.626,11.517,0,0,0,0,0,0,1
08d4NTXkSxw[2],11.336,22.024,1,0,0,0,0,0,0
08d4NTXkSxw[3],46.166,55.068,0,0,0,0,0,0,1
0AA-wmk8WdA[0],10.627,17.145,1,0,0,0,0,0,0
0AA-wmk8WdA[1],78.403,83.903,1,0,0,0,0,0,0
0AkGtPzl7D8[0],32.448,37.888,0,0,0,0,0,0,1
0BVed2nBq1g[0],-0.488,3.735,1,0,0,0,0,0,0
0BVed2nBq1g[1],2.945,10.889,1,0,0,0,0,0,0
0BVed2nBq1g[2],10.238,20.477,1,0,0,1,0,0,0
0BVed2nBq1g[3],19.966,25.935,1,0,0,0,0,0,0
0BVed2nBq1g[4],25.314,30.704,1,0,0,0,1,0,0
0BVed2nBq1g[5],32.198,37.219,1,0,0,0,1,0,0
0BVed2nBq1g[6],36.488,39.773,1,0,1,1,0,0,0
0DBfvvIVmqY[0],0.410,4.214,1,0,0,0,0,0,0
0DBfvvIVmqY[10],32.488,35.343,1,0,0,0,0,0,0
0DBfvvIVmqY[1],35.112,42.188,1,0,0,0,0,0,0
0DBfvvIVmqY[2],41.417,44.712,1,0,0,0,0,0,0
0DBfvvIVmqY[3],44.380,47.057,1,0,0,0,0,0,0
0DBfvvIVmqY[4],46.057,52.195,1,0,0,0,0,0,0
0DBfvvIVmqY[5],14.678,18.093,1,0,0,0,0,0,0
0DBfvvIVmqY[6],17.601,21.006,1,0,0,0,0,0,0
0DBfvvIVmqY[7],20.345,23.390,1,0,0,0,0,0,0
0DBfvvIVmqY[8],24.486,29.686,1,0,0,0,0,0,0
0DBfvvIVmqY[9],29.345,32.949,1,0,0,0,0,0,0
0EAAfLCQabY[0],-0.488,5.711,0,1,0,0,0,0,0
0EAAfLCQabY[1],5.000,7.417,1,0,0,0,0,0,0
0EAAfLCQabY[2],6.756,15.189,0,0,0,0,0,1,0
0EphpADwdPg[0],-0.488,3.426,1,1,0,0,0,0,0
0EphpADwdPg[1],2.585,12.196,1,1,0,0,0,0,0
0EphpADwdPg[2],11.196,15.149,1,0,0,0,0,0,0
0EphpADwdPg[3],33.585,38.656,1,0,0,0,0,0,0
0EphpADwdPg[4],38.015,45.550,1,0,0,0,1,0,0
0EphpADwdPg[5],45.059,50.748,1,0,0,0,0,0,0
0FA32bEZ6xI[0],5.299,8.694,1,0,0,0,0,0,0
0FA32bEZ6xI[10],130.804,133.820,0,0,0,0,0,0,1
0FA32bEZ6xI[11],133.767,142.989,0,0,1,0,0,0,0
0FA32bEZ6xI[12],13.840,16.067,0,0,0,0,0,0,1
0FA32bEZ6xI[13],145.141,156.029,0,0,1,0,0,0,0
0FA32bEZ6xI[14],156.655,163.971,0,0,1,0,0,0,0
0FA32bEZ6xI[15],163.889,175.624,0,0,0,0,0,0,1
0FA32bEZ6xI[16],176.670,181.411,0,0,0,0,0,0,1
0FA32bEZ6xI[17],181.549,194.272,0,0,1,0,0,0,0
0FA32bEZ6xI[18],193.971,199.829,1,0,1,0,0,0,0
0FA32bEZ6xI[19],199.937,212.072,0,0,1,0,0,0,0
0FA32bEZ6xI[1],7.694,14.251,0,0,1,0,0,0,0
0FA32bEZ6xI[20],212.099,222.049,0,0,1,0,0,0,0
0FA32bEZ6xI[21],221.688,225.900,1,0,0,0,0,0,0
0FA32bEZ6xI[22],225.259,229.911,1,0,1,0,0,0,0
0FA32bEZ6xI[23],15.067,19.350,0,1,0,0,0,0,0
0FA32bEZ6xI[24],19.417,28.758,0,0,0,0,0,0,1
0FA32bEZ6xI[25],29.165,39.195,0,0,1,0,0,0,0
0FA32bEZ6xI[26],39.382,43.894,0,0,1,0,0,0,0
0FA32bEZ6xI[27],42.914,49.950,1,0,0,0,0,0,0
0FA32bEZ6xI[28],49.808,59.249,0,0,0,0,0,0,1
0FA32bEZ6xI[2],58.588,68.428,0,0,0,0,0,0,1
0FA32bEZ6xI[3],68.426,77.637,1,0,0,0,0,0,0
0FA32bEZ6xI[4],76.637,79.403,0,0,1,0,0,0,0
0FA32bEZ6xI[5],78.603,92.364,0,0,0,0,0,0,1
0FA32bEZ6xI[6],93.030,95.926,1,0,1,0,0,0,0
0FA32bEZ6xI[7],95.903,108.856,1,0,1,0,0,0,0
0FA32bEZ6xI[8],110.091,116.190,0,0,1,0,0,0,0
0FA32bEZ6xI[9],116.546,130.467,0,0,0,0,0,0,1
0Fqav67TDEw[0],6.936,15.299,1,1,0,0,0,0,0
0JaYazphxfM[0],30.332,42.637,1,0,0,0,0,0,0
0JaYazphxfM[1],41.956,50.160,1,0,0,0,0,0,0
0JuRmhhgMw8[0],0.351,6.080,1,0,0,0,0,0,0
0JuRmhhgMw8[1],5.459,16.676,0,0,0,0,0,0,1
0JuRmhhgMw8[2],16.105,32.250,1,0,0,0,0,0,0
0JuRmhhgMw8[3],31.819,44.912,1,0,0,0,0,0,0
0JuRmhhgMw8[4],44.450,54.989,0,0,0,0,0,0,1
0JuRmhhgMw8[5],54.537,72.569,1,0,0,0,0,0,0
0JuRmhhgMw8[6],72.137,88.692,1,0,0,0,0,0,0
0JuRmhhgMw8[7],88.181,100.356,0,0,0,0,0,0,1
0K7dCp80n9c[0],94.207,98.879,0,0,0,0,0,0,1
0K7dCp80n9c[1],98.059,104.087,0,0,0,0,0,0,1
